event_key,active,name,event_start,event_end,event_type,event_subtype,description,host_org,url,media_url,map,seats,goers,checkins,invite_only,venue,address,company,audience,subject,geo_area,tags,fsq_venue_id,custom1,custom2,custom4,custom5,id,venue_id,speakers,moderators,artists,sponsors,exhibitors,staff
"282","Y","Feline Nutrition 101","2019-05-04 12:00:00","2019-05-04 13:00:00","Science","","Cats have been steadily growing in popularity for decades. Join Cassandra Morgan, author and feline nutrition and behavior consultant, as she walks you through the basics of feline nutrition. Learn how to read a pet food label, what it means to be an obligate carnivore, and settle the great kibble vs canned debate. It's going to be a purr-fectly meow-velous time!","","","","","0","6","0","N","Portage Auditorium","","","","","","","","","","","","9da1947d791ffade52e2114f71873d61","931320","Cassandra Morgan","","","","",""
"232","Y","Parachute while Grounded","2019-05-04 13:00:00","2019-05-04 14:00:00","Mayhem","","Join us for some good old fashioned, gym class style parachute play! Participants of all ages welcome. Children should be accompanied by an adult.","","","","","0","16","0","N","Algonquin A","","","","","","","","","","","","9db462dcceb429ccf72247d1b128f917","931341","Jena Osborne","","","","",""
"111","Y","Dice!","2019-05-03 16:00:00","2019-05-03 17:00:00","Gaming","","An in-depth talk about the gaming staple, dice. Their history, styles and types (including crooked dice), big manufacturers and independent makers, and a focus on building and maintaining a collection.","","","","","0","8","0","N","EMC II","","","","","","","","","","","","9e0720f89bce54aa0d238d7071e835be","931368","Ellen Rimar","","","","",""
"191","Y","Book Interior Design: How to Prep a Manuscript for Indie Publication and Why","2019-05-03 17:00:00","2019-05-03 18:00:00","Lit","","Especially in self or indie publishing, the way you present your manuscript can impact how it is interpreted for interior design. Learn how to use Microsoft Word to prep a manuscript to reduce your cost and reduce potential ambiguity. Also, learn the basics of book interior design and what typesetting means in the 21st century.","","","","","0","11","0","N","EMC V","","","","","","","","","","","","9e887680fc992163867b9a4c29ea237a","931353","Chris Bell","","","","",""
"309","Y","BoF: The Science of AI","2019-05-04 14:00:00","2019-05-04 15:00:00","Tech","","Birds of a Feather: Let's talk about how AI is coming along! Have any good stories about the science of AI?","","","","","0","5","0","N","Baldwin","","","","","","","","","","","","9fb101c44efa65ee85b382bb79e21fac","931389","","","","","",""
"28","Y","Anime Fantasy-Romance","2019-05-03 19:00:00","2019-05-03 20:00:00","Anime","","Anime romance is in the air! Wait, there's magic too? Let's look at clips and explore some of the best shows in this genre, leaving lackluster 'notice me sempai' far behind.","","","","","0","4","0","N","EMC V","","","","","","","","","","","","9fd2144b76d145b2009dfdb7b9c0265a","931353","Paul Kemner, A. Carina Spears, Star Stramel","","","","",""
"346","Y","Networking 102","2019-05-05 12:00:00","2019-05-05 13:00:00","Tech","","Networking 102 builds off Networking 101 (we highly suggest attending 101 first). We'll expand with knowledge of VPNs, segmentation, and some enterprise concepts in a live demo. Join owner and entrepreneur of Maumee Geeks, Wayne Pedersen as he brings over 20 years of IT experience to Penguicon.","","","","","0","6","0","N","Computer Lab [Charlevoix C]","","","","","","","","","","","","a0f9e658d00535a47293a1dcb8a4280c","931398","Wayne Pederson","","","","",""
"383","Y","Reading: Merrie Haskell","2019-05-05 11:00:00","2019-05-05 12:00:00","Lit","","The authors read from their works.","","","","","0","1","0","N","Author Readings Room","","","","","","","","","","","","a126c510a5005e1983cd9e0bf9c74f10","935098","Merrie Haskell","","","","",""
"134","Y","Igor's Challenge (D&D 5th Edition)","2019-05-05 14:00:00","2019-05-05 18:00:00","Gaming","","RPG 2-4 players; Igor Larionov is an eccentric gnome inventor renowned around the world. He has sent out invitations to adventuring groups to come and compete for his latest, greatest invention. The competition will take place a few days hence in Penthill and consist of a race through his specially created challenge-dungeon.","","","","","0","2","0","N","Gaming (TC's Room)","","","","","","","","","","","","a16a1b459e56cbf7b5d026c3ee488ab8","931386","Liam McGlohon","","","","",""
"262","Y","The Dark Side -- The Reanimation of Horror","2019-05-04 14:00:00","2019-05-04 15:00:00","Media","","There has been a resurgence of dark speculative fiction in the past few years. Numerous movies and television programs have appeared including many created by specific platforms (Amazon Prime, Netflix). What is behind this reappearance of horror, or has it been there lurking in the shadows all along?","","","","","0","5","0","N","Charlevoix A","","","","","","","","","","","","a1e0d042461e1a18b67013afa1e65896","931323","Nicole E. Castle, Michael Cieslak","","","","",""
"299","Y","Agile Escape Room","2019-05-04 10:00:00","2019-05-04 11:00:00","Tech","","It’s the agile zombie apocalypse. You and your friends are trapped and all that stands between you and lunch is a locked door and three puzzle boxes. Each puzzle, once solved becomes an important component of the key. Every team must solve all three of their puzzles in order to complete the key. There is one key to rule them all. Only then may you leave the room before it’s you who becomes lunch. Are you willing to stake the lives of your team on your agile knowledge? Oh and by the way, how closely did you follow Scrum and agile principles in obtaining your release?","","","","","0","9","0","N","EMC III","","","","","","","","","","","","a3daf7ce5c06e7c624db4a9bef5c84af","931356","Ericka Kahler, Donald Mark Haynes, Doug Johnson","","","","",""
"372","Y","OpenBSD Panel","2019-05-04 19:00:00","2019-05-04 20:00:00","Tech","","An introduction to the OpenBSD operating system.","","","","","0","0","0","N","Charlevoix B","","","","","","","","","","","","a48f448d7954156715710648eb1028eb","931344","STeve Andre', Marcus Watts","","","","",""
"239","Y","Prize Capsule","2019-05-03 16:00:00","2019-05-05 16:00:00","Mayhem","","Put in a quarter and get a prize!","","","","","0","3","0","N","Lobby","","","","","","","","","","","","a53cbb1ddf98b10125370a24599e4ae7","931404","","","","","",""
"52","Y","DIY Escape Room Game","2019-05-04 18:00:00","2019-05-04 19:00:00","DIY","","For the last few years escape rooms have been the big craze for group gaming experiences. However, they can be expensive to go to and you have to get a large enough group together to book the rooms. What if you could make your own game for your events or parties? Well you can! Come learn some basics on creating your own escape rooms. See examples of puzzles, clues, and different styles of game design from the people that have put on the Penguicon games for the last few years.","","","","","0","11","0","N","EMC V","","","","","","","","","","","","a59e00c3878ee8cb338adbfa8e546468","931353","Alex Drummer","","","","",""
"117","Y","Azul","2019-05-03 13:00:00","2019-05-03 15:00:00","Gaming","","BG 2-4 players; Players take turns drafting colored tiles from suppliers to their player board. Later in the round, players score points based on how they've placed their tiles to decorate the palace. Extra points are scored for specific patterns and completing sets; wasted supplies harm the player's score. The player with the most points at the end of the game wins.","","","","","0","5","0","N","Gaming (TC's Room)","","","","","","","","","","","","a5a046c4a913987979dc49e8623b2cfc","931386","Heather Williams","","","","",""
"30","Y","Black Butler: History, Fantasy, and Fandom","2019-05-04 17:00:00","2019-05-04 18:00:00","Anime","","Join us for a lively open discussion about Black Butler, Victorian England, and alternate histories and timelines, along with some fascinating insights into the characters, their backgrounds, and the inspirations that fueled Yana Toboso's vision. Learning, hilarity, and fanboy/fangirl squeeing may ensue.","","","","","0","2","0","N","EMC IV","","","","","","","","","","","","a5ec8ec29f54922bb4a403fc8a241ba6","931359","A. Carina Spears, Star Stramel, Natasha Kidwell","","","","",""
"131","Y","I Didn't Plan For This","2019-05-04 12:00:00","2019-05-04 13:00:00","Gaming","","Eliminate the stress of planning your next D&D session by not doing it! Learn the basics of improvisation to help you bring those techniques to your gaming table. So the next time your players want to go shoe shopping in the middle of a story arc, you’ll be ready!","","","","","0","9","0","N","Montcalm","","","","","","","","","","","","a7df209d39630d48a0b24fad6345589b","931326","Julie Miller","","","","",""
"100","Y","Cheese: Young & Spry or Aged & Sharp?","2019-05-04 13:00:00","2019-05-04 14:00:00","Food","","Shannon and Maggie return with another flavorful cheese tasting panel. Come discover if you like your cheese young and spry or aged and sharp. We will compare and contrast three different cheeses in both their 'young' and 'aged' stages. Come prepared to have your taste buds stimulated and your minds blown.","","","","","0","25","0","N","Food [317]","","","","","","","","","","","","abebe3a546d9bbfdef18014b4f2c62ed","931350","Shannon Marshall, Maggie Maiville","","","","",""
"179","Y","Unwelcome: Unpacking the Backlash Against Marginalized Fans, Creators, and Content","2019-05-04 16:00:00","2019-05-04 17:00:00","Life","","A small, but increasingly virulent contingent of fandom has spent the last several years waging war against women, people of color, and LGBTQ people (and especially those at the intersections of those experiences) who desire to see themselves in genre media. From the Sad Puppies to Gamergate to Comicsgate, we'll talk through the reality of what creators and fans alike have experienced when under fire from these groups, the potential roots of this backlash, and what we can do as a community to push back against it. <br />","","","","","0","12","0","N","Charlevoix A","","","","","","","","","","","","ac31e7ab718b9def646a41aded714a16","931323","Mari Brighe","","","","",""
"153","Y","The GRAM Role-Playing Game: Introductory Demo","2019-05-04 11:00:00","2019-05-04 12:00:00","Gaming","","RPG; Join us for a demonstration of the GRAM role playing game led by one of the game designers.","","","","","0","4","0","N","Gaming (TC's Room)","","","","","","","","","","","","acbdb3cbee69ff2672983159db866712","931386","Warren Brown","","","","",""
"62","Y","Yarn Dyeing Demo","2019-05-05 11:00:00","2019-05-05 12:00:00","DIY","","Dyeing yarn is both big business and a fun hobby. See how yarn is dyed and learn about the techniques involved.","","","","","0","3","0","N","EMC III","","","","","","","","","","","","ad303fa7fb1a8a650d8d5c1124fffe75","931356","Grace Cocking","","","","",""
